,Monthly_Revenue,Operating_Costs,Debt_Amount,Customer_Churn_Pct,Owner_Credit_Score,Pending_Invoices_Count,Default_Risk
0,40581.311290499434,22904.157942127036,122724.66787008168,4.9843413586123315,825.536060572447,8.477639010233053,0
1,95317.85910894204,43097.948677233035,21790.464357608314,14.413695837476888,712.0808743011514,13.760297715311047,1
2,74539.42447208348,34996.07893722552,141969.56929578976,16.153885530111445,616.6954248303282,2.976464937589174,1
3,61872.555998718475,30897.24387213654,126483.61728698113,13.677221236633066,808.8830792430208,13.405110760295308,1
4,19821.770842031467,10148.931685561276,137827.99473500036,13.904735958018083,716.581013735991,6.092440489349408,1
5,19819.479431939253,10568.618392411725,42846.661036756916,5.734828639050621,636.1843859074799,8.327859122881225,1
6,10517.943155978948,5684.979997186102,50335.490871968155,15.767215041920451,749.5731375599925,14.343376948340161,1
7,87286.73384861884,56792.588786917215,70488.81518163135,24.465970968410797,800.4785051236581,26.58902034259891,1
8,62105.92611560484,42248.503663206255,33630.09998658727,24.443847494254605,508.01841454586787,17.35221905157062,1
9,72266.89489062432,41183.715653411375,69813.38835284865,10.030315560450443,603.9765175717275,0.530043771191443,1
10,6955.526958101233,6253.109372501541,1380.2528363891897,18.754349369889734,577.8580775833087,4.3053487845013025,1
11,97141.43595538946,68409.60723716787,131630.48565070253,12.156152871875591,612.2785274216591,1.9002680739367395,1
12,84082.05087604007,70049.79167005299,24344.10602280273,5.168481902467475,792.8618879777925,5.587955550156439,0
13,25172.215514436233,22864.69885313557,75127.17433626774,19.028727246628264,646.6494686874931,10.309920508395171,1
14,22273.371884674558,10907.81174478757,139323.9739092376,9.912967665297211,618.7271884145874,5.251845980052046,1
15,22423.428436076214,14246.298450301809,123147.38139174096,19.501356382838924,702.3123780451372,13.850345812927497,1
16,33903.01308115608,21639.131086385227,116418.68670784864,10.725663936593996,589.4825485846698,24.72551033242804,1
17,54851.861005062594,32634.648838183024,90816.84589623744,6.025335461951837,729.5158246434663,24.76627674272781,1
18,46034.776771000994,18639.399476661787,65441.0228826484,21.61946681363899,511.89183537544005,10.188973542269547,1
19,32666.76831881398,27727.05181719633,66905.60565579507,3.1928532148572746,622.4292498382939,9.800100780454551,1
20,63126.02499862605,29123.673086133207,13044.840450686002,10.408151170627082,669.4424279323775,22.372608429383952,1
21,18251.916761943976,17293.95266104658,9717.89329349455,17.468391421236603,684.8351884540464,12.452184390295805,1
22,32753.741610845726,27026.002140320594,126515.77784360274,22.3863610420554,522.1872807156715,29.10348073483208,1
23,39804.375112900714,28619.565015687705,61297.81314020429,5.7054330999486575,790.5830773477528,13.348616847144893,1
24,48326.648500618416,23440.044903623242,8102.40695661531,4.209261913689701,635.3366064956074,7.295424833350175,0
25,79591.71633233629,54398.24268128069,99458.1411296478,8.949168281374893,656.9445867223259,0.29460775001724615,1
26,23969.009305044176,13029.788533604724,102495.36007224533,7.89237475354587,834.0683786965876,28.62338616793772,1
27,53852.2716492931,29014.386283928077,34116.05371935118,17.96759454965978,748.8481809903014,3.5623151928693053,1
28,61279.38404189403,52469.926412548986,61607.93846836026,7.466322781776328,746.1932067595667,5.255300437676452,1
29,9412.789208399783,5735.724832705518,86013.61028060557,16.351431503704937,695.6409398478756,1.1501093387675365,1
30,62716.76093063664,40634.06973490924,89442.26481934416,17.088150465723114,833.9931528335896,13.948123838203921,1
31,21199.791750292694,18308.788991695306,76667.32389012155,20.528438503603343,845.9227943067294,12.25158053439526,1
32,11179.901333601554,5011.780326894113,54629.46916091539,15.87873360193585,623.2010227184903,24.47299181601933,1
33,95144.12603906666,69173.56819339238,10323.009097588398,23.182612324726076,706.7452552178746,16.66075027862947,1
34,96735.04314208314,69457.56264251065,3342.54228538714,17.918222650723806,506.07978701738455,17.46880500287848,1
35,81797.7480710638,51848.9760455873,68930.21071177913,7.5761916967607785,770.281773103294,23.70732392970792,1
36,33938.308071470216,29063.954304387615,30441.400044270227,23.616923180125593,806.4069403655552,17.487969065639028,1
37,14278.850830606467,13116.402926753142,140773.32680022897,6.369544989369498,696.511271229673,16.961373764615637,1
38,70002.1375186549,45916.832756383075,96062.55265968623,6.277905182973807,559.7911754919883,27.85576918820418,1
39,46814.48690526212,30470.65434231603,87826.21765758212,19.07258802924628,644.1833660872869,13.111487962835293,1
40,16593.63231025399,11219.536433660698,60982.77785424,13.937143137580945,722.0903847686004,19.033082799966614,1
41,52041.80646057067,41514.697057009325,49428.78890146609,5.680698730581378,804.9147118191138,11.52998405105728,1
42,8266.909505945747,6344.30048462657,26971.19488357361,4.620450138217825,720.5389116390138,19.520231481684622,1
43,91385.4381974843,47754.30349243576,9021.462736068741,5.896110050460682,754.3348600786425,0.3016865934684665,0
44,29584.098252001608,12873.29674974552,95174.64633088668,23.308731850092414,677.6477500347245,21.800475053348816,1
45,67939.61701362829,62646.42592104802,116880.06766868093,15.489044817637513,683.8522872180536,23.45282877860832,1
46,34612.55222849404,18814.980773132393,128664.39996417069,18.770695197462093,573.1122404951916,26.32110330750472,1
47,54406.46201189203,40871.66725135319,108646.17471780247,4.944424203797227,656.8594066775617,14.994934358265043,1
48,56937.47653761157,48718.03375429219,134542.6322847298,10.72389059316605,661.9095863360842,8.585422900095615,1
49,22561.17327492507,12750.496999709616,147420.97671996185,14.809804458188752,519.5983510022822,21.914359437417232,1
50,97110.53963763306,72783.22079225745,144250.1951870834,13.724290900809166,792.8672478295153,28.470548029588826,1
51,78637.61821930588,36121.80717081743,88834.54251638135,10.569374986118403,717.8113759405957,23.095558236736117,1
52,94252.39944859796,87981.06104261687,33630.00048775448,4.202691017051739,523.1521662842345,27.335479419788797,1
53,90008.59829062664,38882.548965219816,15953.314871149249,17.706157659305752,819.1579776680919,3.580140462724853,0
54,61800.49798705309,39613.87637159903,149088.74971596283,15.752374891633592,705.9155231124907,27.72775629453708,1
55,92578.0523271961,64364.94486580166,46258.534715333735,11.67128183425516,640.0755485361169,21.323320952682355,1
56,13406.787694932353,11191.516838761667,5095.658888237509,23.321390654601505,558.6630018826386,24.668513878191167,1
57,23618.371929818793,11020.820874065636,58656.9144611621,19.388972984280038,607.0490993601993,12.626912223257543,1
58,9296.592446501116,5972.543622655169,112214.96028760057,10.391021960225185,647.6552659556984,17.099131728235083,1
59,35906.38142251011,20281.409432025543,133619.9979739833,3.214266416984691,710.21016946475,18.40003653891819,1
60,41924.34252050079,23964.201271337115,71634.57699624743,20.408968697695343,822.9523733357736,15.563204016890044,1
61,30778.158018520113,25494.57485637169,44104.33726841496,12.122894464267596,506.0338098277843,2.8972919243337705,1
62,83730.0633694333,33743.510248238126,116760.63022414003,12.86137577372761,618.5903440200283,6.959615283069834,1
63,38891.56603589098,31579.796161239265,75565.25287365276,15.509107626741429,594.991204196957,4.186402815173076,1
64,31688.778420301172,26799.806324502537,12904.438679698987,17.19069058625356,785.1347029183664,24.843277470835062,1
65,56556.12790003361,50660.108250859776,133162.45595724977,15.998721173535275,655.0417526320078,11.17759192776849,1
66,18387.80137260245,13694.958494086522,98371.05699412177,8.471329609022586,736.2960869363571,8.639698216196734,1
67,81208.71317163378,47377.19822872089,5521.81778202721,6.091740143758118,733.1739550361026,6.549866232594948,0
68,12082.311149578229,7672.015094740553,1358.510856539541,2.6449960479796735,514.4841807661529,21.065870681015294,1
69,98754.25897704915,92172.76610610067,13158.23603648681,2.300532561494151,607.1113908037603,15.602049080779514,1
70,78363.25308318246,69324.26769473046,123293.30876568066,22.44367379761706,817.1085478713753,17.76211262158603,1
71,23877.989745746378,15638.632695698885,72196.15371604126,24.87438781871769,757.2220482358459,22.69026206840486,1
72,5524.601126742228,5075.366274117545,50295.17929585559,10.22581346992859,820.0578834316686,29.094990430867547,1
73,82468.83570320925,70315.00600736136,37394.011856396704,6.899516848108458,707.6476566083575,22.235692473683596,1
74,72151.44766552362,64618.794963723776,76028.69760573757,11.185141892001283,732.5997159338445,29.13360077102127,1
75,74255.6809638938,57595.48918550714,12456.033722740283,4.3747193745352275,827.892427050703,20.929504025633463,1
76,78270.68293516485,68229.31541119768,92577.06900463728,16.483496260694757,785.0883798600091,20.316532151296855,1
77,12034.241914738584,10716.147977800063,57079.1082366868,7.17527124652989,608.7259062232308,4.327022165121321,1
78,39054.244211705896,17598.198674980515,128766.00492082458,9.30074079757901,710.718095481816,2.7892397356290877,0
79,16007.560654887322,14900.947376417278,113164.02812964634,21.675325106770483,516.8627800193143,0.7178761851621984,1
80,86994.82545818138,50760.36749692105,2754.9263361034473,15.08925436109926,814.8126871332145,20.811596617840273,1
81,64213.322048618,41221.403702295014,24974.70950691436,5.100832805336113,808.7322267727047,19.47173854714042,1
82,36435.31236100168,30443.418398723592,71105.17709264136,4.1970355637987815,592.9751552035862,18.93989160185997,1
83,11038.043277172244,8451.752118526541,98802.039773972,17.046266458675127,584.3558351882184,18.752231841962704,1
84,34543.32056298791,30784.418385673114,107268.89243940832,5.741176783158576,738.334931596072,20.6508374131013,1
85,35892.41559254097,22264.62398310495,122436.4894452782,6.526471778693775,500.38829562457823,25.065652532677603,1
86,74312.58694211609,44982.0397915525,7382.792199012839,15.841093360069308,643.1697761937733,21.783178154875486,1
87,65567.95977874525,27369.959178186076,2772.480001983968,22.943255748687598,604.5493362036052,17.97887226032117,1
88,89285.21054475103,58437.077192092715,90075.85999585972,14.452700978401221,521.5681709950768,6.538009131723367,1
89,49860.417890385186,39800.526311106434,108574.0420791682,12.771283784261142,605.49075209351,23.018114823813853,1
90,16361.453364138662,9254.828194147296,118004.41836617126,21.74953878098212,617.0442366022037,7.488743917813129,1
91,72758.25478618452,47620.24738248615,23357.33768580504,8.75073551374232,787.815017470831,20.40936828743466,1
92,77274.57961860526,40234.46052837007,145310.4025752844,2.795349094141073,785.1067511419756,4.041125183212547,0
93,58321.333769102144,48117.042065047724,34414.36322919522,14.826817064195096,804.1255106296336,15.301260291760633,1
94,78241.8820956833,33900.74898460718,37549.55699262456,5.033597070222081,542.7944949147899,18.987245874452874,1
95,51910.58165461712,40903.4972327595,23143.35592010824,3.3933870251540137,568.075376564711,24.45550679161835,1
96,54659.61879128944,33255.84163922692,6487.116458418307,4.231923752520903,556.5263665608243,21.076136989686905,1
97,45616.396744062215,19290.16323991093,121458.61872058206,4.537661878889081,713.876313586725,24.19309110886274,1
98,7414.817040689043,6446.503278034155,846.5305377971243,17.080182631177834,596.5071864019013,25.656369798168214,1
99,15249.685564363923,10190.55700675374,69566.97929134947,15.394958425707994,783.2633080582991,26.30011108600304,1
100,7985.772640239754,5826.622822781342,13795.077576852655,9.36497878383348,829.7246199867193,26.4310547237325,1
101,65458.989070059135,52538.48959751964,6719.302071833183,7.590801743574597,507.3883452141543,7.905191735058209,1
102,34863.81820225103,26506.645048503273,140198.53929032537,2.0158545437785667,663.5733659172014,24.23718815961579,1
103,53314.21566064676,42756.46971948031,123809.97429343271,5.6544609858651995,841.2750261034774,0.5078808340060714,0
104,91218.81502297883,74731.4635986933,59231.43890152842,15.23681097003879,694.7692918451615,28.081222947068348,1
105,28682.76176914312,20767.275856068176,68789.05937004778,14.79840538228814,777.7932305174577,5.5863777980175815,1
106,43986.377688384826,26440.247125462633,130216.88385460476,18.937762130986417,687.586513751507,26.505108058446993,1
107,76777.35816158963,40978.239816758614,119525.53800057598,2.758589207923564,760.6543650127085,24.12913145418151,1
108,26735.825721704136,23971.255256972978,103742.25061934652,20.2875600931677,556.2461604598225,11.686190035978965,1
109,12313.091433735335,11493.761886229204,80484.80699434876,15.380939032187905,733.5208802246336,28.901950840551482,1
110,32526.388026807963,19408.967866007028,91173.36560093463,8.276574981809183,783.7513850527369,2.8218384588616696,0
111,20316.022289130422,9381.347916979907,59003.75299418382,12.018419878557268,756.575082316101,8.729899498041526,1
112,93321.27697254444,48750.61793632699,79214.55366040046,20.385613909900385,608.8744199949912,7.596809561627528,1
113,81771.43605861961,62871.36202289542,80954.66934416744,13.171227437906703,616.9163685010617,0.24635237811980293,1
